Profile,ProfileLabel,Year,Annual spend,Envelope,Closing net,NPV (m)
30,Profile 30 – 29.29% toward 'Mathematical Best',2050,2286003071.7317677,2500000000.0,407994561.7547904,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2051,2260287769.220687,2500000000.0,647706792.5341035,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2052,2351606246.681,2500000000.0,796100545.8531034,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2053,2801153103.3784394,2500000000.0,494947442.4746641,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2054,2633153044.0,2500000000.0,361794398.4746641,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2055,2584889864.0,2500000000.0,276904534.47466415,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2056,2516289326.0,2500000000.0,260615208.47466403,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2057,2470631264.0,2500000000.0,289983944.4746641,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2058,2510931632.0,2500000000.0,279052312.47466403,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2059,2285288517.2272725,2500000000.0,493763795.2473914,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2060,2244813673.3484845,2500000000.0,748950121.8989066,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2061,2276978525.0,2500000000.0,971971596.8989066,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2062,1658295196.3030303,2500000000.0,1813676400.5958767,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2063,1217510524.5151515,469044646.46464646,1065210522.5453717,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2064,744131987.9696969,469044646.46464646,790123181.0403214,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2065,396337310.28787875,469044646.46464646,862830517.217089,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2066,171425036.36363637,277463030.3030303,968868511.1564829,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2067,29728490.90909091,277463030.3030303,1216603050.5504222,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2068,0.0,0.0,,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2069,0.0,0.0,,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2070,0.0,0.0,,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2071,0.0,0.0,,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2072,0.0,0.0,,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2073,0.0,0.0,,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2074,0.0,0.0,,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2075,0.0,0.0,,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2076,0.0,0.0,,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2077,0.0,0.0,,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2078,0.0,0.0,,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2079,0.0,0.0,,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2080,0.0,0.0,,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2081,0.0,0.0,,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2082,0.0,0.0,,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2083,0.0,0.0,,86838.807089499
30,Profile 30 – 29.29% toward 'Mathematical Best',2084,0.0,0.0,,86838.807089499
31,Profile 31 – 30.3% toward 'Mathematical Best',2025,247344012.569697,2500000000.0,2252655987.430303,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2026,1310096217.136582,2500000000.0,3442559770.293721,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2027,2469864308.989091,2500000000.0,3472695461.3046303,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2028,3035046809.782636,2500000000.0,2937648651.521994,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2029,3372132981.636667,2500000000.0,2065515669.8853273,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2030,3044929869.29407,2500000000.0,1520585800.5912578,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2031,3253245837.3393946,2500000000.0,767339963.2518635,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2032,2796509621.9563637,2500000000.0,470830341.29549974,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2033,2544439834.497273,2500000000.0,426390506.79822695,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2034,2550694043.665455,2500000000.0,375696463.13277197,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2035,2544470781.428788,2500000000.0,331225681.70398384,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2036,3028234445.7063637,2500000000.0,-197008764.00237995,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2037,2503424753.2277665,2500000000.0,-200433517.23014668,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2038,2459501574.190018,2500000000.0,-159935091.42016488,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2039,2462076134.1876664,2500000000.0,-122011225.60783148,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2040,2415661360.6072726,2500000000.0,-37672586.21510428,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2041,2263697395.227273,2500000000.0,198630018.55762273,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2042,2455868540.8145456,2500000000.0,242761477.74307728,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2043,2180037949.8136363,2500000000.0,562723527.9294409,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2044,1815034981.8197074,2500000000.0,1247688546.1097336,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2045,3199381691.2591014,2500000000.0,548306854.8506322,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2046,2858800912.0290914,2500000000.0,189505942.82154095,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2047,2595239913.2690334,2500000000.0,94266029.55250767,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2048,2534561445.5943394,2500000000.0,59704583.95816836,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2049,2366713142.3214183,2500000000.0,192991441.63675013,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2050,2286843905.892742,2500000000.0,406147535.7440077,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2051,2262029932.0032487,2500000000.0,644117603.7407591,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2052,2353864993.3427,2500000000.0,790252610.398059,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2053,2798311868.658747,2500000000.0,491940741.73931175,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2054,2633153044.0,2500000000.0,358787697.7393117,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2055,2584889864.0,2500000000.0,273897833.7393118,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2056,2516289326.0,2500000000.0,257608507.73931164,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2057,2470631264.0,2500000000.0,286977243.73931175,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2058,2510931632.0,2500000000.0,276045611.7393117,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2059,2289161887.595454,2500000000.0,486883724.14385724,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2060,2248618442.2863636,2500000000.0,738265281.8574936,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2061,2276978525.0,2500000000.0,961286756.8574936,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2062,1661105866.1272726,2500000000.0,1800180890.7302213,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2063,1219123121.2363636,471687151.5151515,1052744921.0090091,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2064,745393228.6272726,471687151.5151515,779038843.8968881,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2065,397009068.4409091,471687151.5151515,853716926.9711306,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2066,171715587.27272728,273499272.72727275,955500612.4256761,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2067,29778878.181818184,273499272.72727275,1199221006.9711306,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2068,0.0,0.0,,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2069,0.0,0.0,,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2070,0.0,0.0,,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2071,0.0,0.0,,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2072,0.0,0.0,,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2073,0.0,0.0,,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2074,0.0,0.0,,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2075,0.0,0.0,,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2076,0.0,0.0,,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2077,0.0,0.0,,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2078,0.0,0.0,,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2079,0.0,0.0,,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2080,0.0,0.0,,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2081,0.0,0.0,,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2082,0.0,0.0,,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2083,0.0,0.0,,87416.71419272262
31,Profile 31 – 30.3% toward 'Mathematical Best',2084,0.0,0.0,,87416.71419272262
32,Profile 32 – 31.31% toward 'Mathematical Best',2025,247223298.06868687,2500000000.0,2252776701.931313,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2026,1309702271.8302546,2500000000.0,3443074430.1010585,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2027,2470370325.0327272,2500000000.0,3472704105.0683312,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2028,3039492407.1770906,2500000000.0,2933211697.8912406,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2029,3376190903.3955555,2500000000.0,2057020794.495685,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2030,3050519325.4347353,2500000000.0,1506501469.0609498,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2031,3249054281.8707075,2500000000.0,757447187.1902423,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2032,2793381535.1309094,2500000000.0,464065652.0593331,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2033,2542263239.258182,2500000000.0,421802412.8011512,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2034,2547840918.33697,2500000000.0,373961494.4641811,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2035,2543228970.408081,2500000000.0,330732524.0561,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2036,3020855334.797576,2500000000.0,-190122810.74147588,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2037,2503789999.3114223,2500000000.0,-193912810.05289817,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2038,2460177472.158279,2500000000.0,-154090282.211177,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2039,2462981398.300889,2500000000.0,-117071680.51206583,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2040,2417728678.8448486,2500000000.0,-34800359.35691437,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2041,2268403626.818182,2500000000.0,196796013.82490355,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2042,2456889267.5563636,2500000000.0,239906746.2685399,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2043,2183726677.309091,2500000000.0,556180068.9594489,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2044,1824420841.8513057,2500000000.0,1231759227.108143,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2045,3189902336.922013,2500000000.0,541856890.1861303,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2046,2854484579.9127274,2500000000.0,187372310.27340263,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2047,2594143016.511511,2500000000.0,93229293.7618916,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2048,2533880502.9625373,2500000000.0,59348790.799354315,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2049,2367363541.012412,2500000000.0,191985249.78694212,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2050,2287684740.053717,2500000000.0,404300509.7332249,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2051,2263772094.78581,2500000000.0,640528414.9474148,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2052,2356123740.0044003,2500000000.0,784404674.9430146,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2053,2795470633.9390554,2500000000.0,488934041.0039594,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2054,2633153044.0,2500000000.0,355780997.00395936,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2055,2584889864.0,2500000000.0,270891133.0039594,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2056,2516289326.0,2500000000.0,254601807.00395927,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2057,2470631264.0,2500000000.0,283970543.0039594,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2058,2510931632.0,2500000000.0,273038911.0039593,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2059,2293035257.9636364,2500000000.0,480003653.040323,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2060,2252423211.224242,2500000000.0,727580441.8160806,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2061,2276978525.0,2500000000.0,950601916.8160806,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2062,1663916535.951515,2500000000.0,1786685380.8645658,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2063,1220735717.9575758,474329656.56565654,1040279319.4726467,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2064,746654469.2848483,474329656.56565654,767954506.7534549,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2065,397680826.59393936,474329656.56565654,844603336.725172,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2066,172006138.1818182,269535515.1515151,942132713.6948692,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2067,29829265.454545453,269535515.1515151,1181838963.3918388,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2068,0.0,0.0,,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2069,0.0,0.0,,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2070,0.0,0.0,,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2071,0.0,0.0,,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2072,0.0,0.0,,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2073,0.0,0.0,,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2074,0.0,0.0,,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2075,0.0,0.0,,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2076,0.0,0.0,,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2077,0.0,0.0,,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2078,0.0,0.0,,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2079,0.0,0.0,,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2080,0.0,0.0,,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2081,0.0,0.0,,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2082,0.0,0.0,,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2083,0.0,0.0,,87981.14117626724
32,Profile 32 – 31.31% toward 'Mathematical Best',2084,0.0,0.0,,87981.14117626724
33,Profile 33 – 32.32% toward 'Mathematical Best',2025,247102583.56767678,2500000000.0,2252897416.4323235,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2026,1309308326.5239272,2500000000.0,3443589089.908396,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2027,2470876341.0763636,2500000000.0,3472712748.832032,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2028,3043938004.5715456,2500000000.0,2928774744.260487,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2029,3380248825.154444,2500000000.0,2048525919.1060426,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2030,3056108781.575401,2500000000.0,1492417137.5306416,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2031,3244862726.4020205,2500000000.0,747554411.128621,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2032,2790253448.3054547,2500000000.0,457300962.8231664,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2033,2540086644.019091,2500000000.0,417214318.8040755,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2034,2544987793.0084853,2500000000.0,372226525.7955902,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2035,2541987159.387374,2500000000.0,330239366.40821624,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2036,3013476223.888788,2500000000.0,-183236857.48057184,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2037,2504155245.3950777,2500000000.0,-187392102.87564966,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2038,2460853370.126539,2500000000.0,-148245473.0021891,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2039,2463886662.414111,2500000000.0,-112132135.41630015,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2040,2419795997.082424,2500000000.0,-31928132.49872446,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2041,2273109858.409091,2500000000.0,194962009.09218436,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2042,2457909994.298182,2500000000.0,237052014.79400256,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2043,2187415404.8045454,2500000000.0,549636609.989457,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2044,1833806701.882904,2500000000.0,1215829908.1065526,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2045,3180422982.5849247,2500000000.0,535406925.5216284,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2046,2850168247.796364,2500000000.0,185238677.72526437,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2047,2593046119.7539887,2500000000.0,92192557.97127554,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2048,2533199560.330735,2500000000.0,58992997.640540265,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2049,2368013939.703406,2500000000.0,190979057.93713415,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2050,2288525574.2146916,2500000000.0,402453483.7224422,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2051,2265514257.568372,2500000000.0,636939226.1540704,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2052,2358382486.6661,2500000000.0,778556739.4879704,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2053,2792629399.219363,2500000000.0,485927340.268607,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2054,2633153044.0,2500000000.0,352774296.26860696,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2055,2584889864.0,2500000000.0,267884432.26860705,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2056,2516289326.0,2500000000.0,251595106.2686069,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2057,2470631264.0,2500000000.0,280963842.268607,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2058,2510931632.0,2500000000.0,270032210.2686069,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2059,2296908628.331818,2500000000.0,473123581.9367888,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2060,2256227980.1621213,2500000000.0,716895601.7746676,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2061,2276978525.0,2500000000.0,939917076.7746676,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2062,1666727205.7757576,2500000000.0,1773189870.9989104,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2063,1222348314.6787877,476972161.61616164,1027813717.9362842,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2064,747915709.942424,476972161.61616164,756870169.6100217,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2065,398352584.7469697,476972161.61616164,835489746.4792137,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2066,172296689.0909091,265571757.57575756,928764814.9640622,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2067,29879652.727272727,265571757.57575756,1164456919.812547,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2068,0.0,0.0,,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2069,0.0,0.0,,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2070,0.0,0.0,,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2071,0.0,0.0,,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2072,0.0,0.0,,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2073,0.0,0.0,,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2074,0.0,0.0,,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2075,0.0,0.0,,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2076,0.0,0.0,,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2077,0.0,0.0,,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2078,0.0,0.0,,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2079,0.0,0.0,,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2080,0.0,0.0,,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2081,0.0,0.0,,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2082,0.0,0.0,,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2083,0.0,0.0,,88532.70260022627
33,Profile 33 – 32.32% toward 'Mathematical Best',2084,0.0,0.0,,88532.70260022627
34,Profile 34 – 33.33% toward 'Mathematical Best',2025,246981869.0666667,2500000000.0,2253018130.9333334,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2026,1308914381.2176,2500000000.0,3444103749.715733,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2027,2471382357.12,2500000000.0,3472721392.595733,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2028,3048383601.966,2500000000.0,2924337790.6297336,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2029,3384306746.9133334,2500000000.0,2040031043.7164001,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2030,3061698237.716067,2500000000.0,1478332806.0003338,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2031,3240671170.933334,2500000000.0,737661635.0669999,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2032,2787125361.48,2500000000.0,450536273.5869998,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2033,2537910048.78,2500000000.0,412626224.80699974,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2034,2542134667.6800003,2500000000.0,370491557.1269993,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2035,2540745348.366667,2500000000.0,329746208.7603324,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2036,3006097112.98,2500000000.0,-176350904.2196678,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2037,2504520491.4787335,2500000000.0,-180871395.69840118,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2038,2461529268.0948,2500000000.0,-142400663.7932012,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2039,2464791926.5273333,2500000000.0,-107192590.3205345,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2040,2421863315.32,2500000000.0,-29055905.640534565,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2041,2277816090.0,2500000000.0,193128004.35946518,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2042,2458930721.04,2500000000.0,234197283.31946522,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2043,2191104132.3,2500000000.0,543093151.0194652,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2044,1843192561.9145026,2500000000.0,1199900589.1049623,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2045,3170943628.247836,2500000000.0,528956960.8571265,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2046,2845851915.6800003,2500000000.0,183105045.17712608,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2047,2591949222.9964666,2500000000.0,91155822.18065947,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2048,2532518617.698933,2500000000.0,58637204.48172622,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2049,2368664338.3944,2500000000.0,189972866.08732617,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2050,2289366408.3756666,2500000000.0,400606457.7116595,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2051,2267256420.3509336,2500000000.0,633350037.3607261,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2052,2360641233.3278003,2500000000.0,772708804.0329261,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2053,2789788164.4996715,2500000000.0,482920639.5332547,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2054,2633153044.0,2500000000.0,349767595.5332546,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2055,2584889864.0,2500000000.0,264877731.5332547,89071.97193285442
34,Profile 34 – 33.33% toward 'Mathematical Best',2056,2516289326.0,2500000000.0,248588405.53325456,89071.97193285442
